#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
EI|ILTH|54.055199|-6.2654|227.0|Corrakit Louth|2011-12-01T00:00:00|2599-12-31T23:59:59
EI|IWEX|52.374298|-6.774499|180.0|CARRICKBYRNE, CO WEXFORD|2011-01-01T00:00:00|2599-12-31T23:59:59
EI|VAL|51.9394|-10.2442|14.0|Valentia|2008-01-01T00:00:00|2599-12-31T23:59:59
EP|KIDD|31.771774|-106.506378|1162.5|KIDD Seismic Observatory, U. Texas El Paso, Texas, USA|2009-10-08T00:00:00|2599-12-31T23:59:59
ET|CPCT|35.45|-84.522|275.0|Cooper Cave,TN|2003-03-24T00:00:00|2599-12-31T23:59:59
ET|GFM|36.111|-81.807|1726.0|Grandfather Mountain,NC|1982-04-30T00:00:00|2599-12-31T23:59:59
ET|S5NC|36.50426|-81.07888|866.0|Sparta, NC aftershock station S5NC|2020-08-12T16:00:00|2599-12-31T23:59:59
ET|SWET|35.216|-85.932|581.0|Sewanee,TN|2000-05-15T00:00:00|2599-12-31T23:59:59
G|FDFM|14.73493|-61.159728|320.0|Morne la Rosette, Martinique, France|2019-10-24T00:00:00|2599-12-31T23:59:59
G|SANVU|-15.447148|167.203231|56.0|Espiritu Santo, Vanuatu|2011-11-01T00:00:00|2599-12-31T23:59:59
G|SSB|45.279|4.542|700.0|Tunnel de Badole - Saint Sauveur en Rue, France|1982-05-02T00:00:00|2599-12-31T23:59:59
GB|BIGH|58.4935|-3.9087|70.0|UPPER BIGHOUSE, SCOTLAND|2009-12-15T00:00:00|2599-12-31T23:59:59
GB|CCA1|50.186699|-5.227299|209.0|CARNMENELLIS, ENGLAND|2008-04-30T00:00:00|2599-12-31T23:59:59
GB|CWF|52.738499|-1.30767|203.0|CHARNWOOD FOREST, ENGLAND|2004-03-01T00:00:00|2599-12-31T23:59:59
GB|DRUM|56.912498|-2.4864|208.0|DRUMTOCHTY, SCOTLAND|2009-04-22T00:00:00|2599-12-31T23:59:59
GB|DYA|50.435329|-3.931|292.0|YADSWORTHY, ENGLAND|2007-01-17T00:00:00|2599-12-31T23:59:59
GB|EDI|55.923328|-3.1875|125.0|EDINBURGH, SCOTLAND|2003-12-16T00:00:00|2599-12-31T23:59:59
GB|EDMD|54.8312|-1.9636|337.0|EDMUNDBYERS, ENGLAND|2011-10-01T00:00:00|2599-12-31T23:59:59
GB|ELSH|51.147598|1.1366|129.0|ELHAM, ENGLAND|2008-06-21T00:00:00|2599-12-31T23:59:59
GB|ESK|55.316502|-3.2052|258.0|ESKDALEMUIR, SCOTLAND|2007-09-28T00:00:00|2599-12-31T23:59:59
GB|FOEL|52.887901|-3.2012|449.0|TREGEIROG, WALES|2008-10-29T00:00:00|2599-12-31T23:59:59
GB|GAL1|54.866329|-4.71133|117.0|GALLOWAY, SCOTLAND|2006-08-24T00:00:00|2599-12-31T23:59:59
GB|HMNX|50.867298|0.3363|26.0|HERSMONCEAUX, ENGLAND|2009-05-28T00:00:00|2599-12-31T23:59:59
GB|HPK|53.958172|-1.624168|233.0|HAVERAH PARK, ENGLAND|2007-02-14T00:00:00|2599-12-31T23:59:59
GB|HTL|50.994339|-4.484829|86.0|HARTLAND, ENGLAND|2003-07-16T00:00:00|2599-12-31T23:59:59
GB|INVG|56.42733|-4.04383|279.0|INVERGELDIE , ENGLAND|2010-11-18T00:00:00|2599-12-31T23:59:59
GB|IOMK|54.260502|-4.5662|188.0|KIRK MICHAEL, ISLE OF MAN|2012-02-10T00:00:00|2599-12-31T23:59:59
GB|JSA|49.187801|-2.171698|39.0|ST AUBINS, JERSEY|2007-09-06T00:00:00|2599-12-31T23:59:59
GB|KESW|54.588501|-3.1034|282.0|KESWICK, ENGLAND|2008-09-02T00:00:00|2599-12-31T23:59:59
GB|KPL|57.339169|-5.652669|13.0|PLOCKTON, SCOTLAND|2006-04-01T00:00:00|2599-12-31T23:59:59
GB|LBWR|53.4016|-1.724698|353.0|LADYBOWER, ENGLAND|2011-12-06T00:00:00|2599-12-31T23:59:59
GB|LMK|53.457298|-0.3274|133.0|MARKET RASEN, ENGLAND|2009-07-19T00:00:00|2599-12-31T23:59:59
GB|LRW|60.136002|-1.177829|98.0|LERWICK, SHETLAND ISLANDS|2003-07-16T00:00:00|2599-12-31T23:59:59
GB|SOFL|62.068501|-6.965798|721.0|SORNFELLI, FAROE ISLANDS|2007-09-17T00:00:00|2599-12-31T23:59:59
GB|STNC|53.091301|-2.206198|234.0|STOKE NEWCHAPEL, ENGLAND|2007-04-25T00:00:00|2599-12-31T23:59:59
GB|SWN1|51.513168|-1.800329|192.0|SWINDON, ENGLAND, UK, ENGLAND|2006-03-23T00:00:00|2599-12-31T23:59:59
GB|WACR|52.724602|0.6266|66.0|WEST ACRE, ENGLAND|2011-07-18T00:00:00|2599-12-31T23:59:59
GB|WLF1|53.289398|-4.3966|66.0|LLYNFAES, WALES|2009-12-15T00:00:00|2599-12-31T23:59:59
GE|BOAB|12.4493|-85.665901|381.0|INETER/GEOFON Station Boaco, Nicaragua|1999-11-11T00:00:00|2599-12-31T23:59:59
GE|DAG|76.771301|-18.655001|23.0|GEOFON/AWI Station Danmarkshavn, Greenland|1999-07-19T00:00:00|2599-12-31T23:59:59
GE|EIL|29.669901|34.951199|210.0|GEOFON Station Eilat, Israel|2008-05-23T00:00:00|2599-12-31T23:59:59
GE|TIRR|44.458099|28.4128|77.0|GEOFON Station Tirgusor, Romania|2003-10-13T00:00:00|2599-12-31T23:59:59
GE|UGM|-7.9125|110.523102|350.0|GEOFON Station Wanagama, Indonesia|1995-08-23T00:00:00|2599-12-31T23:59:59
GE|VSU|58.462002|26.734699|63.0|GEOFON Station Vasula, Estonia|2003-04-26T00:00:00|2599-12-31T23:59:59
GI|CHIE|14.559928|-89.341362|960.0|Esquipulas, Chiquimula|2013-01-01T00:00:00|2599-12-31T23:59:59
GI|HUEH|15.318176|-91.502541|1870.0|Huehuetenango, Huehuetenango|2013-01-01T00:00:00|2599-12-31T23:59:59
GI|IZAB|15.73|-88.584328|10.0|Izabal, Puerto Barrios|2013-01-01T00:00:00|2599-12-31T23:59:59
GI|PETF|16.916298|-89.866737|123.0|Flores, Peten|2013-01-01T00:00:00|2599-12-31T23:59:59
GI|RETA|14.524621|-91.694939|205.0|Retalhuleu, Retalhuleu|2013-01-01T00:00:00|2599-12-31T23:59:59
GM|NMP01|32.20476|-103.86048|1048.0|New Mexico Permian - Site# 01|2019-11-05T19:10:00|2599-12-31T23:59:59
GM|NMP02|32.08945|-103.86139|996.0|New Mexico Permian - Site# 02|2019-11-05T17:50:00|2599-12-31T23:59:59
GM|NMP25|32.33787|-103.860072|983.0|New Mexico Permian - Site# W2S5|2020-08-26T18:00:00|2599-12-31T23:59:59
GM|NMP34|32.26384|-103.68967|1121.66|New Mexico Permian - Site# W3S4|2020-08-25T18:00:00|2599-12-31T23:59:59
GM|NMP41|32.00509|-103.596471|959.89|New Mexico Permian - Site# W4S1|2020-08-28T16:00:00|2599-12-31T23:59:59
GM|NMP53|32.17626|-103.431176|1037.35|New Mexico Permian - Site# W5S3|2020-08-27T17:00:00|2599-12-31T23:59:59
GO|BATM|41.604|41.6936|298.0|Batumi|2012-11-12T22:00:00|2599-12-31T23:59:59
GO|BGD|41.2645|43.598598|1978.0|Ninotsminda|2010-10-11T07:14:00|2599-12-31T23:59:59
GO|DGRG|41.450722|45.373169|690.0|DGRG  -  DAVID-GAREJI|2010-01-01T00:00:00|2599-12-31T23:59:59
GO|GUDG|42.4646|44.4772|2012.0|Gudauri|2012-11-07T08:01:00|2599-12-31T23:59:59
GO|KZRT|41.3866|44.398701|723.0|Kazreti|2012-11-12T22:00:00|2599-12-31T23:59:59
GO|SEAG|41.763599|44.8036|607.0|TbilisiSea|2009-04-23T16:00:00|2599-12-31T23:59:59
GO|TBLG|41.730919|44.73819|510.0|Delisi, Georgia|2010-01-01T00:00:00|2035-01-01T00:00:00
GS|ALQ1|34.94239|-106.4579|1854.3|ASL Reference STS-2HG|2018-06-14T00:00:00|2599-12-31T23:59:59
GS|ALQ2|34.94239|-106.4579|1854.3|ASL Reference, STS-6|2018-06-14T00:00:00|2599-12-31T23:59:59
GS|ASA4|34.9423|-106.4626|1820.37|ASA4|2019-03-20T00:00:00|2599-12-31T23:59:59
GS|ASA5|34.9433|-106.45973|1834.98|ASA5|2019-05-14T00:00:00|2599-12-31T23:59:59
GS|DEC04|39.878595|-88.859425|225.4|Sangamon Road Surface Site|2013-08-15T00:00:00|2599-12-31T23:59:59
GS|DEC05|39.870067|-88.866275|215.606|Apollo Drive Surface Site|2013-06-05T22:00:00|2599-12-31T23:59:59
GS|DEC06|39.896748|-88.946442|214.8|Neely Ave Surface Site|2013-10-24T19:57:34|2599-12-31T23:59:59
GS|DEC08|39.861045|-88.924888|209.8|Union Local 159 Surface Site|2013-06-07T13:00:00|2599-12-31T23:59:59
GS|DEC09|39.874597|-88.924128|207.3|Kile Street Surface Site|2013-08-16T00:00:00|2599-12-31T23:59:59
GS|FSUO|30.445452|-84.298757|41.0|Florida State University Seismic Observatory|2020-04-01T00:00:00|2599-12-31T23:59:59
GS|ID11|44.11278|-115.43722|1305.5|ID11, Stanley, ID|2020-04-05T00:00:00|2599-12-31T23:59:59
GS|ID12|44.20763|-114.97187|1958.31|ID12, Stanley, ID|2020-11-05T00:00:00|2599-12-31T23:59:59
GS|KS28|37.993611|-97.992777|482.0|W Mills Ave, Hutchinson KS|2019-08-20T00:00:00|2599-12-31T23:59:59
GS|MCA04|38.07672|-117.7085|1661.5|MCA04, Monte Cristo Range, NV|2020-05-17T00:00:00|2599-12-31T23:59:59
GS|OK038|36.478211|-98.742223|443.0|West end E0370 Rd, Waynoka, OK USA|2016-02-17T00:00:00|2599-12-31T23:59:59
GS|OK048|36.41622|-96.94374|295.0|Pawnee, Oklahoma, Station 48|2016-09-08T00:00:00|2599-12-31T23:59:59
GS|OK051|36.50519|-96.83604|261.0|E0350 and S34600 roads, Ralston OK|2016-09-11T00:00:00|2599-12-31T23:59:59
GS|OK052|35.993611|-96.802778|259.0|Battle Ridge Rd, NW of Cushing, Oklahoma USA|2016-11-08T23:43:00|2599-12-31T23:59:59
GS|PR01|18.034722|-67.06777|32.9|PR01, Lajas|2020-01-10T13:30:00|2599-12-31T23:59:59
GS|PR02|18.01277|-66.77|3.0|PR02, Guayanilla|2020-01-10T00:00:00|2599-12-31T23:59:59
GS|PR03|18.066505|-66.937827|112.7|PR03, Alturas Sabaneras|2020-01-10T00:00:00|2599-12-31T23:59:59
GS|PR04|17.97833|-66.67056|57.2|PR04, Ponce|2020-01-11T00:00:00|2599-12-31T23:59:59
GS|PR05|18.04667|-66.86056|72.6|PR05, Yauco|2020-01-11T00:00:00|2599-12-31T23:59:59
GS|PR06|18.055676|-66.724744|55.7|PR06, Penuelas|2020-01-12T00:00:00|2599-12-31T23:59:59
GS|TSVA|36.56765|-105.446517|3000.0|Taos Kachina Peak Avalanche Study|2021-01-03T17:30:00|2599-12-31T23:59:59
GS|VEA1|34.944075|-106.459644|1844.9|VEA1|2018-04-10T00:00:00|2599-12-31T23:59:59
GS|VEA2|34.944083|-106.459661|1843.9|VEA1|2018-04-10T00:00:00|2599-12-31T23:59:59
HK|HKPS|22.277599|114.141502|196.3|Po Shan, Hong Kong|2009-10-29T00:00:00|2599-12-31T23:59:59
HL|ARG|36.213558|28.12122|148.0|Archaggelos, Rhodes, Greece|1997-10-14T00:00:00|2599-12-31T23:59:59
HL|ITM|37.178719|21.92522|423.0|Ithomi, Messinia, Greece|1997-06-05T00:00:00|2599-12-31T23:59:59
HL|RDO|41.145031|25.53553|116.0|Gratini, Thrace, Greece|1998-12-15T00:00:00|2599-12-31T23:59:59
HT|AGG|39.021099|22.336|622.0|AGIOS GEORGIOS, GREECE|2006-01-01T00:00:00|2599-12-31T23:59:59
HT|LIT|40.1008|22.49|480.0|Litochoro, Greece, HT-Net|2006-01-01T00:00:00|2599-12-31T23:59:59
HV|BYL|19.412086|-155.259872|1079.0|Byron's Ledge|1997-02-01T00:00:00|2599-12-31T23:59:59
HV|DEVL|19.373568|-155.240608|1046.0|Devil's Throat|2012-09-19T00:00:00|2599-12-31T23:59:59
HV|ERZ4|19.51702|-154.861137|80.0|East Rift Zone 4 Temporary|2018-05-16T00:00:00|2599-12-31T23:59:59
HV|HAT|19.423037|-155.26094|1097.0|Halemaumau Trail|1998-02-01T00:00:00|2599-12-31T23:59:59
HV|HLPD|19.296253|-155.30748|724.0|Hilina Pali Digital|2011-04-26T00:00:00|2599-12-31T23:59:59
HV|HOVE|19.164518|-155.749057|1592.0|Hawaiian Ocean View Estates|2016-06-29T00:00:00|2599-12-31T23:59:59
HV|HSSD|19.602682|-155.483002|2465.0|Humuluula Sheep Station Digital|2011-05-19T00:00:00|2599-12-31T23:59:59
HV|HUAD|19.68466|-155.835697|2204.0|Hualalai|2011-08-18T00:00:00|2599-12-31T23:59:59
HV|JCUZ|19.384045|-155.101578|826.0|Jacuzzi|2011-04-13T00:00:00|2599-12-31T23:59:59
HV|JOKA|19.433613|-155.004449|483.0|Jonika Flow|2012-09-17T00:00:00|2599-12-31T23:59:59
HV|KIND|19.460442|-154.950189|330.0|Kindschuh|2018-08-02T00:00:00|2599-12-31T23:59:59
HV|KKO|19.398242|-155.266032|1140.0|Keanakakoi Crater|1998-02-01T00:00:00|2599-12-31T23:59:59
HV|MLOD|19.493172|-155.386023|2063.0|Mauna Loa Digital|2011-04-12T00:00:00|2599-12-31T23:59:59
HV|MOKD|19.485115|-155.597133|4131.0|Mokuaweoweo Crater Digital|2010-10-08T00:00:00|2599-12-31T23:59:59
HV|NPOC|19.39296|-155.109605|805.0|North of Puu Oo|2007-07-05T00:00:00|2599-12-31T23:59:59
HV|OBL|19.417662|-155.284097|1119.0|Observatory Bluff|1998-02-01T00:00:00|2599-12-31T23:59:59
HV|PUHI|19.385509|-155.251312|1079.0|Puhimau Thermal Area|2015-05-14T22:00:00|2599-12-31T23:59:59
HV|RIMD|19.395368|-155.273643|1145.0|Caldera Rim Hawaii Digital|2010-11-10T00:00:00|2599-12-31T23:59:59
HV|SBL|19.427078|-155.267682|1081.0|Steam Bluff Hawaii|1998-02-01T00:00:00|2599-12-31T23:59:59
HV|SDH|19.390003|-155.293995|1115.0|Sand Hill|1998-02-01T00:00:00|2599-12-31T23:59:59
HV|STCD|19.38486|-155.12543|769.0|Steam Cracks Hawaii Digital|2011-03-14T00:00:00|2599-12-31T23:59:59
HV|TOUO|19.504323|-155.702741|2535.0|Tube O'o Hawaii|2013-07-23T00:00:00|2599-12-31T23:59:59
HV|UWB|19.42476|-155.277582|1084.0|Uwekahuna Bluff Hawaii|1998-02-01T00:00:00|2599-12-31T23:59:59
HV|UWE|19.420972|-155.291162|1231.0|Uwekahuna Vault Hawaii|1959-10-01T00:00:00|2599-12-31T23:59:59
HV|WRM|19.406623|-155.300005|1153.0|West Rim Hawaii Digital|1998-02-01T00:00:00|2599-12-31T23:59:59
IC|BJT|40.0183|116.1679|197.0|Baijiatuan, Beijing, China|1994-05-25T00:00:00|2599-12-31T23:59:59
IC|ENH|30.2762|109.4944|500.0|Enshi, Hubei Province, China|1997-09-20T00:00:00|2599-12-31T23:59:59
IC|HIA|49.2704|119.7414|620.0|Hailar, Neimenggu Autonomous Region, China|1994-12-04T00:00:00|2599-12-31T23:59:59
IC|LSA|29.7031|91.127|3660.0|Tibet, China|1995-08-03T00:00:00|2599-12-31T23:59:59
IC|MDJ|44.61763|129.59341|290.0|Mudanjiang, Heilongjiang Province, China|2013-05-05T04:00:00|2599-12-31T23:59:59
IC|QIZ|19.0291|109.8445|240.0|Qiongzhong, Hainan Province, China|2001-02-18T00:00:00|2599-12-31T23:59:59
IE|BCYI|44.310799|-113.405197|2194.0|Bear Canyon, Idaho, USA|2002-01-01T00:00:00|2599-12-31T23:59:59
IE|CRBI|43.830299|-112.634499|1543.0|Circular Butte, Idaho, USA|2002-01-01T00:00:00|2599-12-31T23:59:59
IE|GTRI|43.243999|-113.240997|1547.0|Grays Lake, Idaho, USA|2002-01-01T00:00:00|2599-12-31T23:59:59
IE|ICI|44.3293|-112.9412|2463.0|Italian Canyon, Idaho, USA|2002-01-01T00:00:00|2599-12-31T23:59:59
IE|LJI|43.820801|-112.844002|1600.0|Lemhi Junction, Idaho, USA|2002-01-01T00:00:00|2599-12-31T23:59:59
IE|LLRI|43.723|-112.932999|1471.0|Little Lost River, Idaho, USA|2002-01-01T00:00:00|2599-12-31T23:59:59
II|CMLA|37.7637|-25.5243|429.0|Cha de Macela, Sao Miguel Island, Azores|1996-03-10T00:00:00|2599-12-31T23:59:59
IM|CY101|34.20406|31.62915|-2476.0|RAF Akrotiri, Cyprus, Site CY101|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|CY201|33.69757|31.90889|-2585.0|RAF Akrotiri, Cyprus, Site CY201|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|CY302|33.29619|33.04393|-1691.0|RAF Akrotiri, Cyprus, Site CY302|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|CY303|33.31014|33.05351|-1719.0|RAF Akrotiri, Cyprus, Site CY303|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|CY601|34.34469|34.5054|-2030.0|RAF Akrotiri, Cyprus, Site CY601|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|CY602|34.34664|34.51679|-2027.0|RAF Akrotiri, Cyprus, Site CY602|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|CY603|34.33495|34.50269|-2039.0|RAF Akrotiri, Cyprus, Site CY603|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|CY604|34.33934|34.51207|-2034.0|RAF Akrotiri, Cyprus, Site CY604|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|CY606|34.33827|34.52103|-2032.0|RAF Akrotiri, Cyprus, Site CY606|2017-07-11T00:00:00|2599-12-31T23:59:59
IM|EKB|55.3339|-3.19229|308.0|Eskdalemuir Array, site EKB, Scotland|2008-11-25T00:00:00|2599-12-31T23:59:59
IM|H09N1|-37.068111|-12.31523|0.0|Tristan Da Cunha Seismic Site N1, United Kingdom|2004-03-17T00:00:00|2599-12-31T23:59:59
IM|H09W1|-37.09716|-12.33504|0.0|Tristan Da Cunha Seismic Site W1, United Kingdom|2004-03-17T00:00:00|2599-12-31T23:59:59
IN|PBA|11.655733|92.743919|79.0|Port Blair, Andaman and Nicobar Islands, India|2008-02-01T00:00:00|2599-12-31T23:59:59
IN|SHL|25.566816|91.855949|2.0|Shillong, Meghalaya, India|2007-10-14T00:00:00|2599-12-31T23:59:59
IO|EVN|27.958651|86.811653|5010.0|EvK2CNR Pyramid Laboratory - Mount Everest|2014-05-15T12:00:00|2599-12-31T23:59:59
IU|ADK|51.8823|-176.6842|130.0|Adak, Aleutian Islands, Alaska|2009-07-19T00:00:00|2599-12-31T23:59:59
IU|AFI|-13.9085|-171.7827|706.0|Afiamalu, Samoa|1993-08-24T00:00:00|2599-12-31T23:59:59
IU|ANMO|34.94591|-106.4572|1820.0|Albuquerque, New Mexico, USA|2002-11-19T21:07:00|2599-12-31T23:59:59
IU|ANTO|39.868|32.7934|1090.0|Ankara, Turkey|2002-05-30T00:00:00|2599-12-31T23:59:59
IU|BBSR|32.371299|-64.696299|30.0|Bermuda Institute of Ocean Sciences, St George's Bermuda|2008-08-01T00:00:00|2599-12-31T23:59:59
IU|CASY|-66.2792|110.5354|10.0|Casey, Antarctica|1996-02-19T00:00:00|2599-12-31T23:59:59
IU|CHTO|18.8141|98.9443|420.0|Chiang Mai, Thailand|2009-09-19T14:35:27|2599-12-31T23:59:59
IU|COLA|64.873599|-147.8616|200.0|College Outpost, Alaska, USA|2009-07-09T00:00:00|2599-12-31T23:59:59
IU|COR|44.5855|-123.3046|110.0|Corvallis, Oregon, USA|1989-10-26T00:00:00|2599-12-31T23:59:59
IU|CTAO|-20.08765|146.24998|367.0|Charters Towers, Australia|2019-05-17T00:00:00|2599-12-31T23:59:59
IU|DAV|7.0697|125.5791|151.0|Davao, Philippines|2011-07-27T00:00:00|2599-12-31T23:59:59
IU|DWPF|28.1103|-81.4327|30.0|Disney Wilderness Preserve, Florida, USA|1998-08-02T00:00:00|2599-12-31T23:59:59
IU|FUNA|-8.5259|179.1966|20.0|Funafuti, Tuvalu|2004-01-21T20:24:00|2599-12-31T23:59:59
IU|FURI|8.8952|38.6798|2570.0|Mt. Furi, Ethiopia|1997-09-01T00:00:00|2599-12-31T23:59:59
IU|GNI|40.148|44.741|1609.0|Garni, Armenia|1991-07-10T00:00:00|2599-12-31T23:59:59
IU|GRFO|49.6909|11.2203|384.0|Grafenberg, Germany|2015-01-19T00:00:00|2599-12-31T23:59:59
IU|GUMO|13.5893|144.8684|170.0|Guam, Mariana Islands|2010-01-12T00:00:00|2599-12-31T23:59:59
IU|HKT|29.96478|-95.83812|69.0|Hockley1 Texas|2018-01-26T16:50:00|2599-12-31T23:59:59
IU|HNR|-9.4387|159.9475|100.0|Honiara, Solomon Islands|1993-10-22T00:00:00|2599-12-31T23:59:59
IU|HRV|42.5064|-71.5583|200.0|Adam Dziewonski Observatory (Oak Ridge), Massachusetts, USA|2008-09-22T00:00:00|2599-12-31T23:59:59
IU|INCN|37.47768|126.62436|55.0|Inchon, Republic of Korea|2013-11-21T00:00:00|2599-12-31T23:59:59
IU|JOHN|16.7329|-169.5292|2.0|Johnston Island, USA|1998-07-24T00:00:00|2599-12-31T23:59:59
IU|KBS|78.9154|11.9385|90.0|Ny-Alesund, Spitzbergen, Norway|1994-11-05T00:00:00|2599-12-31T23:59:59
IU|KEV|69.7565|27.0035|100.0|Kevo, Finland|1993-06-07T00:00:00|2599-12-31T23:59:59
IU|KIEV|50.7012|29.2242|180.0|Kiev, Ukraine|2017-11-07T00:00:00|2599-12-31T23:59:59
IU|KIP|21.42|-158.0112|110.0|Kipapa, Hawaii, USA|1988-08-15T00:00:00|2599-12-31T23:59:59
IU|KMBO|-1.1271|37.2525|1950.0|Kilima Mbogo, Kenya|1995-09-17T00:00:00|2599-12-31T23:59:59
IU|KONO|59.6491|9.5982|216.0|Kongsberg, Norway|2009-09-12T15:02:42|2599-12-31T23:59:59
IU|LCO|-29.011|-70.7005|2274.0|Las Campanas Astronomical Observatory, Chile|2014-08-04T00:00:00|2599-12-31T23:59:59
IU|LSZ|-15.2779|28.1882|1200.0|Lusaka, Zambia|1994-08-05T00:00:00|2599-12-31T23:59:59
IU|MACI|28.2502|-16.508199|1674.0|Morro de la Arena, Canary Islands|2008-08-01T00:00:00|2599-12-31T23:59:59
IU|MAJO|36.54567|138.20406|405.0|Matsushiro, Japan|1990-08-18T00:00:00|2599-12-31T23:59:59
IU|MAKZ|46.808|81.977|600.0|Makanchi, Kazakhstan|2010-09-10T00:00:00|2599-12-31T23:59:59
IU|MBWA|-21.159|119.7313|190.0|Marble Bar, Western Australia|2001-08-25T00:00:00|2599-12-31T23:59:59
IU|MIDW|28.2156|-177.3698|20.0|Midway Island, USA|1999-10-23T00:00:00|2599-12-31T23:59:59
IU|NWAO|-32.9277|117.239|380.0|Narrogin, Australia|1991-11-25T00:00:00|2599-12-31T23:59:59
IU|OTAV|0.2376|-78.4508|3510.0|Otavalo, Ecuador|2009-04-01T00:00:00|2599-12-31T23:59:59
IU|PAB|39.5446|-4.3499|950.0|San Pablo, Spain|2009-08-14T00:00:00|2599-12-31T23:59:59
IU|PAYG|-0.6742|-90.2861|270.0|Puerto Ayora, Galapagos Islands|1998-06-19T00:00:00|2599-12-31T23:59:59
IU|PMG|-9.4047|147.1597|90.0|Port Moresby, New Guinea|1993-09-10T00:00:00|2599-12-31T23:59:59
IU|PMSA|-64.7744|-64.0489|40.0|Palmer Station, Antarctica|1993-03-03T00:00:00|2599-12-31T23:59:59
IU|POHA|19.7573|-155.5326|1990.0|Pohakuloa, Hawaii, USA|1999-11-13T00:00:00|2599-12-31T23:59:59
IU|PTCN|-25.0713|-130.0953|220.0|Pitcairn Island, South Pacific|1996-12-29T00:00:00|2599-12-31T23:59:59
IU|QSPA|-89.9289|144.4382|2850.0|South Pole Remote Earth Science Observatory (Quiet Zone)|2002-12-29T00:00:00|2599-12-31T23:59:59
IU|RAO|-29.245|-177.929|60.0|Raoul, Kermadec Islands|2004-07-18T00:00:00|2599-12-31T23:59:59
IU|RAR|-21.2125|-159.7733|28.0|Rarotonga, Cook Islands|1992-03-07T00:00:00|2599-12-31T23:59:59
IU|RCBR|-5.8274|-35.9014|400.0|Riachuelo, Brazil|2009-07-29T00:00:00|2599-12-31T23:59:59
IU|RSSD|44.1212|-104.0359|2090.0|Black Hills, South Dakota, USA|2009-09-09T00:00:00|2599-12-31T23:59:59
IU|SBA|-77.8492|166.7572|50.0|Scott Base, Antarctica|1998-10-28T00:00:00|2599-12-31T23:59:59
IU|SDV|8.8839|-70.634|1620.0|Santo Domingo, Venezuela|1994-08-19T00:00:00|2599-12-31T23:59:59
IU|SFJD|66.9961|-50.62076|330.0|Sondre Stromfjord, Greenland|2005-01-31T16:00:00|2599-12-31T23:59:59
IU|SJG|18.1091|-66.15|420.0|San Juan, Puerto Rico|2010-04-16T00:00:00|2599-12-31T23:59:59
IU|SNZO|-41.3087|174.7043|120.0|South Karori, New Zealand|1992-04-07T00:00:00|2599-12-31T23:59:59
IU|TARA|1.3549|172.9229|20.0|Tarawa Island, Republic of Kiribati|2009-11-13T00:10:27|2599-12-31T23:59:59
IU|TATO|24.9735|121.4971|160.0|Taipei, Taiwan|2009-09-22T13:56:41|2599-12-31T23:59:59
IU|TEIG|20.2263|-88.2763|40.0|Tepich, Yucatan, Mexico|1996-11-01T00:00:00|2599-12-31T23:59:59
IU|TRIS|-37.0681|-12.3152|60.0|Tristan da Cunha|2004-03-03T00:00:00|2599-12-31T23:59:59
IU|TSUM|-19.2022|17.5838|1260.0|Tsumeb, Namibia|1994-08-19T00:00:00|2599-12-31T23:59:59
IU|TUC|32.3098|-110.7847|910.0|Tucson, Arizona|2009-05-28T19:40:00|2599-12-31T23:59:59
IU|ULN|47.8651|107.0532|1610.0|Ulaanbaatar, Mongolia|1994-10-31T00:00:00|2599-12-31T23:59:59
IU|WAKE|19.2834|166.652|20.0|Wake Island|2007-11-15T00:00:00|2599-12-31T23:59:59
IU|WCI|38.2289|-86.2939|210.0|Wyandotte Cave, Indiana, USA|1997-07-17T00:00:00|2599-12-31T23:59:59
IU|WVT|36.1297|-87.83|170.0|Waverly, Tennessee, USA|1997-04-16T00:00:00|2599-12-31T23:59:59
IU|XMAS|2.0448|-157.4457|20.0|Kiritimati Island, Republic of Kiribati|1997-08-22T00:00:00|2599-12-31T23:59:59
JM|STHB|18.07737|-76.809387|456.0|Stoney Hill, Jamaica|2011-01-01T00:00:00|2599-12-31T23:59:59
KC|TARG|41.729099|77.804802|3530.0|Taragai, Kyrgyzstan|2008-08-14T00:00:00|2599-12-31T23:59:59
KO|BALB|39.639999|27.879999|120.0|BALIKESIR|2007-06-15T00:00:00|2599-12-31T23:59:59
KO|GURO|38.5509|42.032219|1388.0||2011-10-25T00:00:00|2599-12-31T23:59:59
KP|UPNV|72.782898|-56.1395|38.0|Upernavik, Greenland|2013-08-01T00:00:00|2599-12-31T23:59:59
KR|FRU1|42.81233|74.6284|926.0|Frunze, Kyrgyzstan|2010-06-30T00:00:00|2599-12-31T23:59:59
KY|CUSSO|36.552238|-89.329704|91.0|Central United States Seismic Observatory|2014-03-24T00:00:00|2599-12-31T23:59:59
LB|BMN|40.4314|-117.221001|1594.0|Battle Mountain, Nevada, USA|1994-06-23T00:00:00|2599-12-31T23:59:59
